model,date,rank,feature,value,z_score_vs_train,driver_score_proxy,pred_adjustment,target_position_proxy
rf_depth4_leaf20_live,2026-04-03,3,base_position_v3,0.34551361,-0.5255362812464573,0.02877936778254407,1,0.59551361
rf_depth4_leaf20_live,2026-04-03,4,dist_sup60,0.04033724103280267,-0.8478360531052802,0.021532344205848347,1,0.59551361
rf_depth4_leaf20_live,2026-04-03,5,component_above200_breadth,0.7812277961581681,0.4156839602656607,0.007917789719345899,1,0.59551361
rf_depth4_leaf20_live,2026-04-03,6,dist_sup20,0.04033724103280267,-0.2450826949245296,0.005640792184770911,1,0.59551361
rf_depth4_leaf20_live,2026-04-06,1,ma50_over_ma200,0.1399939214788508,1.8129321445970596,0.20863108013220125,0,0.34674656
rf_depth4_leaf20_live,2026-04-06,2,ma200_slope20,0.0336717372967561,2.0343212031773628,0.10171606015886808,0,0.34674656
rf_depth4_leaf20_live,2026-04-06,3,base_position_v3,0.34674656,-0.5219049980777651,0.028580511799496642,0,0.34674656
rf_depth4_leaf20_live,2026-04-06,4,dist_sup60,0.04602016842927248,-0.7680280322056185,0.019505473833793453,0,0.34674656
rf_depth4_leaf20_live,2026-04-06,5,ret10,0.03684700406772379,0.804574520325391,0.015325228958578858,0,0.34674656
rf_depth4_leaf20_live,2026-04-06,6,ret5,0.029445948731507743,0.9420261576497684,0.011214597114878155,0,0.34674656
rf_depth4_leaf20_live,2026-04-07,1,ma50_over_ma200,0.13810691674480013,1.7806746928293564,0.20491891306369572,0,0.34681389
rf_depth4_leaf20_live,2026-04-07,2,ma200_slope20,0.033662724598447546,2.033586389025511,0.10167931945127551,0,0.34681389
rf_depth4_leaf20_live,2026-04-07,3,base_position_v3,0.34681389,-0.5217066978257289,0.028569652499980367,0,0.34681389
rf_depth4_leaf20_live,2026-04-07,4,dist_sup60,0.04633113101951669,-0.7636610383713072,0.019394566053874435,0,0.34681389
rf_depth4_leaf20_live,2026-04-07,5,ret5,0.04633113101951669,1.5408101225954247,0.01834297764994547,0,0.34681389
rf_depth4_leaf20_live,2026-04-07,6,ret10,0.022530640109612365,0.4345202982662326,0.008276577109832992,0,0.34681389
rf_depth4_leaf20_live,2026-04-08,1,ma50_over_ma200,0.13698663464400784,1.7615240011641822,0.20271506362603678,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-08,2,ma200_slope20,0.03377938292121985,2.0430976567468564,0.10215488283734277,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-08,3,dist_sup20,0.10270899286981527,1.346808261094622,0.03099796791408252,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-08,4,base_position_v3,0.35879597,-0.48641708719275595,0.026637126203412805,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-08,5,ret1,0.0538814722977472,4.165759311155856,0.02314310728419912,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-08,6,ret10,0.04760593152437198,1.0826749194078744,0.02062237941729282,-1,0.10879597000000002
rf_depth4_leaf20_live,2026-04-09,1,ma50_over_ma200,0.1361065976074074,1.746480185030773,0.20098383081703333,-1,0.10710368999999997
