symbol,policy_name,sample_count,years_covered,events_per_year,win_rate,avg_return,median_return,avg_hold_calendar_days,terminal_capital,total_return,max_drawdown,cagr,strategy_name,premium_filter
518850.SH,fail_to_rebound_d3_hold_20d,14,5,2.8,0.5714285714285714,0.011210838434830919,0.005936651406688753,21.714285714285715,1152353.975235635,0.15235397523563488,-0.1287831580891171,0.0272430165091766,fail_to_rebound_d3_hold_20d,strict_filter
518600.SH,fail_to_rebound_d3_hold_20d,14,5,2.8,0.5714285714285714,0.010771265031056782,0.008841290140840452,21.714285714285715,1145719.4477754366,0.14571944777543666,-0.12011787870386637,0.026119391554643157,fail_to_rebound_d3_hold_20d,strict_filter
518890.SH,fail_to_rebound_d5_hold_20d,13,5,2.6,0.5384615384615384,0.010305168703540871,0.01175505274017108,18.923076923076923,1132987.5071846964,0.13298750718469643,-0.17347374427577267,0.02392313040568128,fail_to_rebound_d5_hold_20d,strict_filter
518680.SH,fail_to_rebound_d5_hold_20d,15,5,3.0,0.5333333333333333,0.008350039995852036,0.014607193231936932,19.266666666666666,1120879.9551800424,0.12087995518004235,-0.1884129869615322,0.02184225623151126,fail_to_rebound_d5_hold_20d,strict_filter
518600.SH,fail_to_rebound_d5_hold_20d,14,5,2.8,0.6428571428571429,0.008737233113204543,0.015450262941139714,22.571428571428573,1119030.810440074,0.11903081044007391,-0.17443486258459684,0.021522849360656737,fail_to_rebound_d5_hold_20d,strict_filter
518850.SH,fail_to_rebound_d5_hold_20d,14,5,2.8,0.5,0.00860912404809915,0.0053992451203713765,19.571428571428573,1118002.7714336151,0.11800277143361515,-0.17388882784402626,0.021345088801204115,fail_to_rebound_d5_hold_20d,strict_filter
518890.SH,fail_to_rebound_d3_hold_20d,13,5,2.6,0.6153846153846154,0.009460509240740916,0.01175505274017108,21.23076923076923,1114174.3321955197,0.11417433219551976,-0.1265707435338399,0.020703623038853536,fail_to_rebound_d3_hold_20d,strict_filter
159934.SZ,fail_to_rebound_d5_hold_20d,14,5,2.8,0.5,0.008111493439689683,0.003770863038047634,20.142857142857142,1108637.1386524965,0.10863713865249647,-0.1860670851023256,0.01971952374177599,fail_to_rebound_d5_hold_20d,strict_filter
159812.SZ,fail_to_rebound_d5_hold_20d,15,5,3.0,0.5333333333333333,0.007056863235078236,0.000557595070989958,19.266666666666666,1100720.3836705964,0.10072038367059633,-0.1883611680734456,0.01833673077963982,fail_to_rebound_d5_hold_20d,strict_filter
518880.SH,hold_15d_baseline,12,5,2.4,0.6666666666666666,0.008170588982071042,0.015385722227582721,22.333333333333332,1096259.9848011609,0.09625998480116094,-0.19022042532712113,0.01769287460858493,hold_15d_baseline,strict_filter
518860.SH,hold_15d_baseline,11,5,2.2,0.6363636363636364,0.00879787586571289,0.014182409943910956,22.454545454545453,1095613.0369031646,0.09561303690316447,-0.18844817270322278,0.01757823769452327,hold_15d_baseline,strict_filter
159934.SZ,hold_15d_baseline,12,5,2.4,0.6666666666666666,0.008100377347219884,0.013876649600970126,22.333333333333332,1095077.6167252029,0.09507761672520298,-0.18670302514955917,0.017483321672354224,hold_15d_baseline,strict_filter
159937.SZ,hold_15d_baseline,12,5,2.4,0.6666666666666666,0.008067069902143084,0.014552564951433977,22.333333333333332,1094569.318189609,0.09456931818960901,-0.18779609463787073,0.01739317885655467,hold_15d_baseline,strict_filter
518800.SH,hold_15d_baseline,12,5,2.4,0.6666666666666666,0.007566766863637627,0.01402522848478771,22.333333333333332,1088315.252047808,0.08831525204780788,-0.18959111827615427,0.016281286945236895,hold_15d_baseline,strict_filter
159812.SZ,hold_15d_baseline,12,5,2.4,0.75,0.00720094243491463,0.013865879913676493,22.333333333333332,1083916.6914612094,0.0839166914612095,-0.18806537582679583,0.015496178977276509,hold_15d_baseline,strict_filter
518660.SH,hold_15d_baseline,12,5,2.4,0.6666666666666666,0.0061753475331984276,0.014238059586228147,22.333333333333332,1069453.5804571449,0.06945358045714478,-0.18917667240287017,0.012896321227419572,hold_15d_baseline,strict_filter
518890.SH,hold_15d_baseline,11,5,2.2,0.6363636363636364,0.0052157586222955485,0.011599671603652828,21.727272727272727,1055087.6150076187,0.05508761500761872,-0.1885496681975366,0.010285607410835285,hold_15d_baseline,strict_filter
518850.SH,hold_15d_baseline,11,5,2.2,0.6363636363636364,0.003502491584638112,0.013461052784381033,21.727272727272727,1034529.5194620149,0.03452951946201499,-0.18671586107090166,0.006499111477255015,hold_15d_baseline,strict_filter
518680.SH,hold_15d_baseline,12,5,2.4,0.5833333333333334,0.00329859738586874,0.015156902398204108,22.333333333333332,1033674.4333887296,0.03367443338872955,-0.18947022391063262,0.006340302915596174,hold_15d_baseline,strict_filter
518600.SH,hold_15d_baseline,11,5,2.2,0.6363636363636364,0.002543372596634417,0.011111212794541192,21.727272727272727,1023807.7502191953,0.023807750219195345,-0.18743863506997205,0.004500106405433746,hold_15d_baseline,strict_filter
