trade_date,policy_name,selected_flag,future_ret_15d,hold_max_drawdown_15d,hold_max_runup_15d,symbol
2023-02-07,rule_baseline,1,0.001246792348726,-0.0062344968476427,0.0052368846006578,518880.SH
2023-02-08,rule_baseline,1,0.0047380487491646,-0.0062344968476427,0.0052368846006578,518880.SH
2023-02-09,rule_baseline,1,0.0017417191812401,-0.0084598551525582,0.0029858382094747,518880.SH
2023-02-15,rule_baseline,1,0.0077461615322271,-0.0034982357501106,0.0192404157753274,518880.SH
2023-05-18,rule_baseline,1,-0.0016110402348519,-0.0115074145712443,0.0094362182257157,518880.SH
2023-09-27,rule_baseline,1,0.0175127451665404,-0.0372423443643632,0.0208379205080455,518880.SH
2023-09-28,rule_baseline,1,0.0367448403014694,-0.0209648191770237,0.0380974196831418,518880.SH
2023-11-10,rule_baseline,1,0.007685622532179,-0.0144927505881934,0.0120773619617127,518880.SH
2024-06-13,rule_baseline,1,0.0182197222887388,-0.0072120148844866,0.0235338909133426,518880.SH
2024-11-06,rule_baseline,1,-0.0158491476237415,-0.054554578483984,0.0031698454352309,518880.SH
2024-11-11,rule_baseline,1,-0.005588482844724,-0.0403048915254048,0.0182895508549436,518880.SH
2024-11-12,rule_baseline,1,0.0213535507246496,-0.0241088926227126,0.0354744008168064,518880.SH
2024-11-13,rule_baseline,1,0.0229468421179501,-0.0222567610136754,0.0374396148182494,518880.SH
2024-11-14,rule_baseline,1,0.0434859550884865,-0.0022887344783414,0.0586267945720819,518880.SH
2024-11-15,rule_baseline,1,0.0387119103985822,0.0096779566231739,0.0580679075508165,518880.SH
